GyroX_degps,GyroY_degps,GyroZ_degps,AccX_g,AccY_g,AccZ_g,T_deg[0],SysTime_ms
0.084631,0.356973,-0.337589,-0.508492,0.764917,-0.385496,32.366943,23997.015000
-0.547059,-0.239531,-0.202290,-0.505569,0.769590,-0.391322,32.366943,23997.020000
-0.191713,-0.383858,0.188763,-0.513362,0.775521,-0.386331,32.366943,23997.025000
0.100432,-0.136049,0.221474,-0.521610,0.759858,-0.406955,32.366943,23997.030000
0.523013,0.102950,-0.006010,-0.516966,0.763160,-0.396762,32.342529,23997.035000
0.351797,0.329257,-0.144506,-0.512642,0.752946,-0.407816,32.342529,23997.040000
-0.176419,0.106062,-0.331639,-0.506593,0.764448,-0.388101,32.342529,23997.045000
-0.354125,-0.159877,-0.069412,-0.506896,0.770780,-0.392698,32.342529,23997.050000
-0.374055,-0.342629,0.213820,-0.514315,0.776545,-0.386153,32.342529,23997.055000
-0.009656,-0.231157,0.274562,-0.520765,0.761796,-0.405311,32.342529,23997.060000
0.716130,0.250152,0.091772,-0.518290,0.761838,-0.397444,32.342529,23997.065000
0.189444,0.146230,-0.066194,-0.514985,0.751125,-0.408483,32.336426,23997.070000
0.021415,0.236250,-0.306833,-0.508726,0.765662,-0.386320,32.336426,23997.075000
-0.483708,-0.151752,-0.203914,-0.506530,0.770578,-0.392610,32.336426,23997.080000
-0.229819,-0.285636,0.202417,-0.512628,0.777830,-0.385300,32.336426,23997.085000
-0.011593,-0.298913,0.376903,-0.521573,0.760313,-0.405292,32.336426,23997.090000
0.392380,0.153754,0.017326,-0.518337,0.764509,-0.397972,32.336426,23997.095000
0.393228,0.324074,-0.184516,-0.513475,0.747269,-0.405564,32.336426,23997.100000
-0.223948,0.300625,-0.318208,-0.507414,0.766445,-0.383197,32.336426,23997.105000
-0.603892,-0.231716,-0.224102,-0.506992,0.771108,-0.392255,32.330322,23997.110000
-0.022329,-0.219293,0.201201,-0.513001,0.777136,-0.388442,32.330322,23997.115000
0.061198,-0.277611,0.346350,-0.519952,0.761310,-0.405051,32.330322,23997.120000
0.584586,0.225522,0.050816,-0.518441,0.765378,-0.400823,32.330322,23997.125000
0.128135,0.221224,-0.052990,-0.512628,0.746583,-0.408473,32.336426,23997.130000
-0.030041,0.192033,-0.316730,-0.506689,0.771421,-0.384152,32.336426,23997.135000
-0.451856,-0.217709,-0.317164,-0.506568,0.769595,-0.394238,32.336426,23997.140000
-0.328303,-0.198472,0.074425,-0.514085,0.775852,-0.387125,32.336426,23997.145000
0.289670,-0.146044,0.278359,-0.519994,0.761674,-0.404925,32.360840,23997.150000
0.394378,0.103428,0.181136,-0.519322,0.760309,-0.398239,32.360840,23997.155000
0.275346,0.186064,-0.181180,-0.513137,0.749569,-0.406568,32.360840,23997.160000
0.033535,0.318619,-0.362117,-0.507101,0.768051,-0.386479,32.360840,23997.165000
-0.510065,-0.182157,-0.055364,-0.504645,0.766404,-0.393465,32.336426,23997.170000
-0.165638,-0.240957,0.162911,-0.513568,0.777453,-0.385159,32.336426,23997.175000
0.012649,-0.310011,0.330673,-0.519552,0.760004,-0.407848,32.336426,23997.180000
0.514854,0.125513,0.090263,-0.518018,0.762463,-0.400570,32.342529,23997.185000
0.262094,0.132694,-0.087900,-0.514523,0.750258,-0.405217,32.348633,23997.190000
0.106996,0.398415,-0.433614,-0.509652,0.768778,-0.387719,32.348633,23997.195000
-0.503120,-0.099058,-0.257009,-0.507201,0.768231,-0.392910,32.348633,23997.200000
-0.275225,-0.209875,0.145816,-0.514384,0.773832,-0.385911,32.354736,23997.205000
0.156327,-0.139057,0.304570,-0.519790,0.761833,-0.401463,32.354736,23997.210000
0.398363,0.135777,0.128581,-0.519468,0.761712,-0.401212,32.354736,23997.215000
0.380580,0.288825,-0.137938,-0.513934,0.750426,-0.405976,32.354736,23997.220000
-0.019484,0.136711,-0.269616,-0.507661,0.767309,-0.386819,32.360840,23997.225000
-0.397024,-0.154137,-0.096692,-0.504619,0.765904,-0.392525,32.360840,23997.230000
-0.126891,-0.201874,0.087757,-0.512041,0.779881,-0.384630,32.360840,23997.235000
-0.110928,-0.215373,0.398016,-0.522537,0.761412,-0.406204,32.360840,23997.240000
0.615697,0.219578,0.186034,-0.521588,0.766249,-0.399058,32.366943,23997.245000
0.182188,0.135293,-0.136484,-0.512947,0.750147,-0.407862,32.366943,23997.250000
-0.007175,0.221862,-0.327885,-0.508046,0.764554,-0.386991,32.366943,23997.255000
-0.375694,-0.249818,-0.122456,-0.507928,0.768428,-0.393249,32.366943,23997.260000
-0.219010,-0.208965,0.088594,-0.512966,0.777631,-0.390066,32.342529,23997.265000
0.077917,-0.177367,0.218036,-0.519323,0.761426,-0.400357,32.342529,23997.270000
0.367493,-0.006695,0.008108,-0.520368,0.765933,-0.398831,32.342529,23997.275000
0.265344,0.295405,-0.017806,-0.516566,0.748036,-0.409905,32.342529,23997.280000
-0.118183,0.275149,-0.266150,-0.508505,0.765620,-0.385298,32.330322,23997.285000
-0.392314,-0.025621,-0.190215,-0.505926,0.767335,-0.391338,32.330322,23997.290000
-0.179867,-0.144838,0.133281,-0.513818,0.777328,-0.384963,32.330322,23997.295000
0.006090,-0.386284,0.386132,-0.519852,0.763524,-0.402890,32.330322,23997.300000
0.533447,0.101947,0.166698,-0.519259,0.764099,-0.402142,32.342529,23997.305000
0.071406,0.039944,-0.051207,-0.514055,0.747106,-0.408709,32.342529,23997.310000
0.143767,0.167947,-0.342019,-0.507810,0.769195,-0.384504,32.342529,23997.315000
-0.380003,-0.055060,-0.099310,-0.505439,0.765865,-0.394297,32.342529,23997.320000
-0.143505,-0.235068,0.198486,-0.513521,0.775977,-0.386745,32.342529,23997.325000
0.121137,-0.227317,0.356434,-0.519247,0.762375,-0.402185,32.342529,23997.330000
0.377165,0.030849,0.078461,-0.520008,0.764668,-0.401712,32.342529,23997.335000
0.220947,0.254520,-0.083101,-0.514016,0.746685,-0.403177,32.342529,23997.340000
0.146683,0.272986,-0.365432,-0.508989,0.766936,-0.387707,32.336426,23997.345000
-0.356949,-0.124140,-0.201081,-0.505877,0.771441,-0.391048,32.336426,23997.350000
-0.121324,-0.171727,0.348035,-0.511549,0.773531,-0.388371,32.336426,23997.355000
0.087102,-0.355967,0.361623,-0.520698,0.762527,-0.401282,32.342529,23997.360000
0.400602,0.086719,0.046774,-0.521941,0.763337,-0.400739,32.348633,23997.365000
0.177339,0.108919,-0.159952,-0.514571,0.746405,-0.409127,32.348633,23997.370000
0.227342,0.417025,-0.401704,-0.508937,0.768945,-0.386889,32.348633,23997.375000
-0.367002,-0.209236,-0.122316,-0.504672,0.762134,-0.394607,32.342529,23997.380000
-0.197914,-0.123826,0.030550,-0.514604,0.780892,-0.383674,32.342529,23997.385000
-0.001782,-0.202091,0.301029,-0.519544,0.761225,-0.403128,32.342529,23997.390000
0.451271,0.092705,0.103464,-0.520877,0.762035,-0.402263,32.342529,23997.395000
0.258246,0.100651,-0.052911,-0.515939,0.748395,-0.405126,32.373047,23997.400000
0.038848,0.292445,-0.344467,-0.507472,0.766249,-0.391084,32.373047,23997.405000
-0.363323,-0.120968,-0.195362,-0.506899,0.765267,-0.390868,32.373047,23997.410000
-0.055147,-0.076353,0.191593,-0.513260,0.776303,-0.387385,32.373047,23997.415000
-0.216868,-0.367751,0.290468,-0.519202,0.759254,-0.401537,32.330322,23997.420000
0.468490,0.095595,0.112619,-0.520935,0.762931,-0.398279,32.330322,23997.425000
0.257986,0.152507,-0.032480,-0.512761,0.748345,-0.406767,32.330322,23997.430000
0.093383,0.315694,-0.314039,-0.509428,0.766811,-0.388125,32.330322,23997.435000
-0.403732,-0.029244,-0.076457,-0.507064,0.763056,-0.392099,32.342529,23997.440000
-0.208025,-0.116388,0.214492,-0.513742,0.775485,-0.387686,32.342529,23997.445000
0.053274,-0.297733,0.314038,-0.521887,0.763952,-0.399722,32.342529,23997.450000
0.339332,-0.013447,0.103952,-0.519603,0.764962,-0.403411,32.342529,23997.455000
0.138366,0.114217,-0.108184,-0.513421,0.749114,-0.406532,32.366943,23997.460000
0.131685,0.313964,-0.365771,-0.507588,0.766534,-0.389705,32.366943,23997.465000
-0.431708,-0.223691,-0.202666,-0.507114,0.767241,-0.392784,32.366943,23997.470000
-0.158762,-0.132206,0.075316,-0.512223,0.776067,-0.388054,32.360840,23997.475000
-0.130922,-0.340449,0.301153,-0.517532,0.762995,-0.398727,32.348633,23997.480000
0.560097,0.074127,0.015290,-0.520620,0.766920,-0.400584,32.348633,23997.485000
0.250865,0.143537,0.019987,-0.516003,0.745737,-0.408836,32.348633,23997.490000
0.021520,0.277281,-0.327305,-0.507559,0.765831,-0.385559,32.348633,23997.495000
-0.365064,-0.193983,-0.212890,-0.507616,0.765638,-0.391906,32.348633,23997.500000
-0.310034,-0.198655,0.150863,-0.512415,0.775080,-0.386597,32.348633,23997.505000
0.045113,-0.350145,0.302188,-0.518849,0.762088,-0.401605,32.348633,23997.510000
0.448441,0.110893,0.074117,-0.520738,0.765029,-0.403552,32.397461,23997.515000
-0.016239,0.155330,0.066564,-0.513426,0.745534,-0.405150,32.397461,23997.520000
0.240358,0.288941,-0.328283,-0.509059,0.769598,-0.388675,32.397461,23997.525000
-0.531802,-0.203787,-0.257609,-0.505969,0.765106,-0.390275,32.397461,23997.530000
-0.199170,-0.116234,0.205921,-0.513802,0.776144,-0.388785,32.342529,23997.535000
-0.056688,-0.322416,0.334959,-0.517897,0.763445,-0.398980,32.342529,23997.540000
0.444677,-0.027283,0.167723,-0.518621,0.761028,-0.404164,32.342529,23997.545000
0.310633,0.213942,0.041756,-0.515374,0.749225,-0.405239,32.342529,23997.550000
-0.046056,0.282224,-0.378572,-0.507248,0.768435,-0.389379,32.299805,23997.555000
-0.269606,-0.082591,-0.228388,-0.506662,0.768855,-0.391887,32.299805,23997.560000
-0.370802,-0.334291,0.213859,-0.511769,0.774101,-0.384475,32.299805,23997.565000
-0.039691,-0.276167,0.355754,-0.518846,0.763288,-0.402343,32.299805,23997.570000
0.434174,0.127601,0.085514,-0.522695,0.764523,-0.400310,32.342529,23997.575000
0.163539,0.073043,-0.052090,-0.513728,0.748995,-0.407439,32.342529,23997.580000
0.228535,0.318045,-0.425013,-0.509416,0.767061,-0.390441,32.342529,23997.585000
-0.655843,-0.206657,-0.111276,-0.505520,0.760683,-0.391089,32.342529,23997.590000
-0.155582,-0.056499,0.054834,-0.512619,0.777261,-0.389041,32.342529,23997.595000
-0.038973,-0.275398,0.306109,-0.520037,0.763309,-0.400086,32.342529,23997.600000
0.361750,0.068319,0.113169,-0.519338,0.762545,-0.405359,32.342529,23997.605000
0.251769,0.235134,-0.167109,-0.514211,0.751527,-0.403134,32.354736,23997.610000
-0.042654,0.200847,-0.290710,-0.508354,0.762965,-0.394443,32.373047,23997.615000
-0.243551,0.114285,-0.315615,-0.508286,0.767798,-0.388091,32.373047,23997.620000
-0.282603,-0.258880,0.090131,-0.512122,0.776061,-0.385285,32.373047,23997.625000
0.146478,-0.226166,0.251788,-0.518781,0.762578,-0.401073,32.360840,23997.630000
0.522867,-0.002022,0.020398,-0.520235,0.763220,-0.398462,32.354736,23997.635000
0.081740,0.092412,-0.018836,-0.513654,0.748347,-0.412235,32.354736,23997.640000
0.206288,0.241488,-0.323096,-0.509318,0.766235,-0.389095,32.354736,23997.645000
-0.431146,-0.203317,-0.226018,-0.505134,0.762987,-0.392460,32.354736,23997.650000
-0.182250,-0.015172,-0.056848,-0.513117,0.779631,-0.385754,32.354736,23997.655000
-0.297156,-0.514912,0.417413,-0.519588,0.763434,-0.400033,32.354736,23997.660000
0.587345,0.135335,0.068509,-0.522007,0.766292,-0.400452,32.354736,23997.665000
0.092076,0.118596,0.022297,-0.513032,0.743864,-0.407750,32.360840,23997.670000
-0.002727,0.228084,-0.395046,-0.508814,0.769859,-0.392416,32.360840,23997.675000
-0.452126,-0.206568,-0.194367,-0.504852,0.765318,-0.387569,32.360840,23997.680000
-0.174987,-0.225503,0.051610,-0.513241,0.775687,-0.386330,32.360840,23997.685000
0.079982,-0.227616,0.378942,-0.517043,0.764220,-0.395375,32.366943,23997.690000
0.492608,0.049213,0.186316,-0.522660,0.763016,-0.408360,32.366943,23997.695000
0.232624,0.167531,-0.079790,-0.515159,0.747743,-0.405150,32.366943,23997.700000
0.166006,0.340528,-0.359152,-0.506906,0.765062,-0.390544,32.366943,23997.705000
-0.564989,-0.097198,-0.202820,-0.506116,0.767785,-0.391991,32.348633,23997.710000
-0.251145,-0.133455,0.084886,-0.512746,0.775242,-0.386483,32.348633,23997.715000
-0.115851,-0.272956,0.257594,-0.517838,0.766073,-0.398731,32.348633,23997.720000
0.468141,0.142456,0.106741,-0.521094,0.765196,-0.402590,32.348633,23997.725000
0.219442,0.137725,-0.001161,-0.512985,0.744072,-0.409821,32.366943,23997.730000
0.109662,0.279796,-0.527012,-0.508352,0.769933,-0.387645,32.366943,23997.735000
-0.452888,-0.130811,-0.182707,-0.506254,0.764046,-0.393743,32.366943,23997.740000
-0.306195,-0.195203,0.101258,-0.514386,0.777113,-0.384890,32.366943,23997.745000
0.035608,-0.367130,0.217244,-0.517489,0.762624,-0.398725,32.354736,23997.750000
0.490579,0.116319,0.139440,-0.519788,0.763810,-0.403861,32.354736,23997.755000
0.141284,0.092778,0.026355,-0.514416,0.750703,-0.402854,32.354736,23997.760000
0.232603,0.425692,-0.381146,-0.509294,0.768432,-0.397880,32.348633,23997.765000
-0.592732,-0.202426,-0.218006,-0.505521,0.763553,-0.388322,32.336426,23997.770000
-0.256424,-0.162716,0.076017,-0.513196,0.779186,-0.387631,32.336426,23997.775000
-0.133477,-0.276315,0.277673,-0.517058,0.762633,-0.399775,32.336426,23997.780000
0.419316,-0.100339,0.158433,-0.521528,0.763719,-0.404594,32.342529,23997.785000
0.335502,0.188533,-0.033694,-0.514417,0.749722,-0.404321,32.348633,23997.790000
0.078079,0.260869,-0.396183,-0.508182,0.766008,-0.394033,32.348633,23997.795000
-0.167350,-0.028735,-0.193922,-0.504787,0.763392,-0.388140,32.348633,23997.800000
-0.278925,-0.116255,0.043330,-0.512277,0.776727,-0.386108,32.324219,23997.805000
-0.030907,-0.299053,0.344293,-0.520702,0.765152,-0.398435,32.324219,23997.810000
0.713286,0.229466,0.100493,-0.520927,0.765780,-0.404826,32.324219,23997.815000
0.196872,0.134111,-0.004599,-0.515487,0.748650,-0.403822,32.324219,23997.820000
0.215015,0.387821,-0.372746,-0.509206,0.766284,-0.393849,32.373047,23997.825000
-0.559202,-0.160973,-0.199741,-0.507303,0.763864,-0.388886,32.373047,23997.830000
-0.344071,-0.162684,-0.019495,-0.512886,0.776837,-0.386034,32.373047,23997.835000
-0.019741,-0.237060,0.321123,-0.516807,0.764306,-0.396753,32.373047,23997.840000
0.357287,0.024466,0.080924,-0.521258,0.763679,-0.402274,32.312012,23997.845000
0.326857,0.066182,-0.109802,-0.515083,0.749767,-0.405765,32.312012,23997.850000
0.111615,0.234200,-0.325247,-0.508215,0.764042,-0.394000,32.312012,23997.855000
-0.236790,-0.072993,-0.283155,-0.506743,0.763918,-0.388678,32.312012,23997.860000
-0.257017,-0.243959,0.099466,-0.511341,0.777712,-0.387663,32.391357,23997.865000
-0.163686,-0.299691,0.317929,-0.519252,0.762819,-0.401852,32.391357,23997.870000
0.730158,0.291651,0.077451,-0.520824,0.768592,-0.399077,32.391357,23997.875000
0.013477,0.016436,-0.055427,-0.512520,0.744191,-0.406921,32.385254,23997.880000
0.179095,0.344095,-0.431955,-0.511761,0.770123,-0.392196,32.373047,23997.885000
-0.400084,-0.127000,-0.225401,-0.505618,0.761329,-0.388606,32.373047,23997.890000
-0.285215,-0.077881,0.034392,-0.511451,0.776934,-0.388075,32.373047,23997.895000
-0.127310,-0.328314,0.260335,-0.517852,0.766966,-0.394742,32.360840,23997.900000
0.301541,0.005595,0.237547,-0.522037,0.763924,-0.405665,32.336426,23997.905000
0.404032,0.331949,-0.032252,-0.515554,0.746553,-0.403823,32.336426,23997.910000
0.067053,0.271624,-0.291195,-0.507826,0.770656,-0.394917,32.336426,23997.915000
-0.383380,-0.124562,-0.181175,-0.503343,0.761317,-0.391813,32.336426,23997.920000
-0.165161,-0.193293,0.005025,-0.513448,0.778358,-0.385319,32.336426,23997.925000
-0.128403,-0.422375,0.342186,-0.518496,0.764180,-0.398098,32.336426,23997.930000
0.439838,0.051652,0.112005,-0.522384,0.765362,-0.406973,32.336426,23997.935000
0.192295,0.072524,0.077178,-0.514528,0.746720,-0.402212,32.342529,23997.940000
0.420130,0.351786,-0.359335,-0.508498,0.767861,-0.396846,32.342529,23997.945000
-0.430030,-0.052181,-0.182275,-0.507596,0.764023,-0.385237,32.342529,23997.950000
-0.414266,-0.222527,0.052062,-0.511076,0.775878,-0.390024,32.342529,23997.955000
0.391990,0.012806,0.189888,-0.520521,0.762164,-0.403556,32.342529,23997.965000
0.225258,0.109066,-0.109213,-0.515905,0.750088,-0.407244,32.342529,23997.970000
0.038305,0.190479,-0.402894,-0.507983,0.767651,-0.392523,32.342529,23997.975000
-0.459768,0.005397,-0.150863,-0.502704,0.761161,-0.392979,32.324219,23997.980000
-0.172502,-0.225300,-0.038969,-0.513853,0.779829,-0.382400,32.324219,23997.985000
-0.148460,-0.387705,0.332940,-0.518850,0.764591,-0.398840,32.324219,23997.990000
0.641156,0.237421,0.098864,-0.521957,0.764786,-0.404118,32.324219,23997.995000
0.137614,0.133576,-0.052715,-0.514285,0.750422,-0.401598,32.305908,23998.000000
0.309887,0.323634,-0.309174,-0.510122,0.763261,-0.399740,32.305908,23998.005000
-0.397872,-0.020877,-0.067588,-0.506230,0.762845,-0.384072,32.305908,23998.010000
-0.307862,-0.250332,-0.033227,-0.513394,0.777961,-0.389511,32.305908,23998.015000
-0.077770,-0.246031,0.223379,-0.518713,0.765119,-0.397693,32.354736,23998.020000
0.357496,-0.056643,0.072242,-0.521046,0.763966,-0.404297,32.354736,23998.025000
0.290149,0.152497,0.061811,-0.514471,0.751071,-0.402327,32.354736,23998.030000
0.074346,0.297636,-0.241333,-0.510593,0.766284,-0.395920,32.342529,23998.035000
-0.232984,-0.023893,-0.210037,-0.507915,0.761325,-0.390294,32.312012,23998.040000
-0.218010,-0.091504,-0.092735,-0.511631,0.778335,-0.386297,32.312012,23998.045000
-0.151597,-0.300405,0.329903,-0.517430,0.764807,-0.398524,32.312012,23998.050000
0.460244,0.249639,0.176650,-0.523337,0.764692,-0.404433,32.336426,23998.055000
0.167018,0.020776,-0.066611,-0.514291,0.746194,-0.405257,32.348633,23998.060000
0.186909,0.340664,-0.382115,-0.511054,0.766779,-0.399062,32.348633,23998.065000
-0.476525,-0.061471,-0.168734,-0.506756,0.763949,-0.386193,32.348633,23998.070000
-0.349944,-0.145484,-0.010841,-0.510666,0.777395,-0.388669,32.360840,23998.075000
-0.035348,-0.350746,0.282865,-0.516851,0.767915,-0.394148,32.360840,23998.080000
0.321666,-0.104754,0.255645,-0.521937,0.763055,-0.404318,32.360840,23998.085000
0.529367,0.167653,-0.055574,-0.515220,0.749790,-0.401327,32.360840,23998.090000
0.084291,0.307167,-0.308346,-0.508321,0.765842,-0.394971,32.360840,23998.095000
-0.255280,-0.043657,-0.263119,-0.506415,0.764409,-0.390413,32.360840,23998.100000
-0.227511,-0.059875,0.035705,-0.510892,0.775661,-0.385421,32.360840,23998.105000
-0.259827,-0.254646,0.356680,-0.514943,0.765309,-0.398215,32.360840,23998.110000
0.502206,0.140549,0.008104,-0.522089,0.764287,-0.403468,32.348633,23998.115000
-0.023480,0.129557,-0.091418,-0.514358,0.748406,-0.402978,32.348633,23998.120000
0.403398,0.261374,-0.365458,-0.511212,0.769158,-0.398168,32.348633,23998.125000
-0.443415,-0.122022,-0.211798,-0.503762,0.759742,-0.387307,32.348633,23998.130000
-0.238136,-0.156266,0.026735,-0.510442,0.779448,-0.386589,32.348633,23998.135000
-0.184001,-0.315085,0.343792,-0.519221,0.767697,-0.394124,32.348633,23998.140000
0.325416,-0.130953,0.232342,-0.521955,0.763270,-0.407248,32.348633,23998.145000
0.331235,0.077162,0.053990,-0.512113,0.748657,-0.397639,32.348633,23998.150000
0.152595,0.232316,-0.365270,-0.510770,0.764574,-0.403695,32.342529,23998.155000
-0.248475,-0.209151,-0.379796,-0.505832,0.762602,-0.386906,32.342529,23998.160000
-0.124235,-0.056251,0.070147,-0.510522,0.778054,-0.388057,32.342529,23998.165000
-0.102125,-0.305228,0.298844,-0.518083,0.765244,-0.394996,32.336426,23998.170000
0.411837,0.007703,0.088028,-0.521684,0.762816,-0.404764,32.330322,23998.175000
0.187995,0.002666,0.036212,-0.514454,0.748773,-0.400746,32.330322,23998.180000
0.282623,0.402907,-0.409220,-0.508098,0.769632,-0.397041,32.330322,23998.185000
-0.475843,-0.064363,-0.189162,-0.506226,0.759490,-0.392044,32.336426,23998.190000
-0.339305,-0.084598,0.021477,-0.512640,0.777339,-0.386399,32.336426,23998.195000
-0.003496,-0.249368,0.388726,-0.517422,0.765377,-0.397178,32.336426,23998.200000
0.372164,0.021372,0.174828,-0.520352,0.763033,-0.405871,32.336426,23998.205000
0.303275,0.007178,0.030059,-0.514106,0.750782,-0.400325,32.360840,23998.210000
0.169603,0.177328,-0.350187,-0.508684,0.763717,-0.401650,32.366943,23998.215000
-0.404352,-0.112095,-0.289831,-0.507312,0.761111,-0.387751,32.366943,23998.220000
-0.277966,-0.062824,-0.029753,-0.511006,0.780102,-0.388795,32.366943,23998.225000
-0.198696,-0.303563,0.349319,-0.515611,0.765178,-0.395831,32.354736,23998.230000
0.408632,0.007895,0.090888,-0.520426,0.763433,-0.402656,32.354736,23998.235000
0.233560,0.169686,0.010837,-0.515483,0.750822,-0.404425,32.354736,23998.240000
0.277396,0.387925,-0.315733,-0.511568,0.763858,-0.398953,32.354736,23998.245000
-0.241734,0.040878,-0.245333,-0.507383,0.760084,-0.387958,32.360840,23998.250000
-0.275095,-0.080416,-0.020905,-0.510496,0.776776,-0.386997,32.360840,23998.255000
-0.073881,-0.249313,0.302401,-0.517388,0.769432,-0.394323,32.360840,23998.260000
0.321609,0.009863,0.106470,-0.522412,0.762896,-0.408518,32.360840,23998.265000
0.429485,0.268335,-0.008202,-0.513418,0.746313,-0.402305,32.366943,23998.270000
0.185488,0.235472,-0.303114,-0.508895,0.764365,-0.397993,32.366943,23998.275000
-0.368728,-0.109294,-0.210099,-0.506699,0.762680,-0.389972,32.366943,23998.280000
-0.223291,-0.094395,-0.013865,-0.509471,0.776782,-0.387135,32.366943,23998.285000
-0.208922,-0.343439,0.182455,-0.515643,0.767683,-0.395180,32.348633,23998.290000
0.441155,0.001770,0.185164,-0.522425,0.763223,-0.406324,32.348633,23998.295000
0.224520,0.140212,0.036937,-0.513755,0.747135,-0.402193,32.348633,23998.300000
0.253440,0.387317,-0.275408,-0.510229,0.766737,-0.395829,32.348633,23998.305000
-0.549096,-0.097496,-0.138166,-0.506024,0.763423,-0.387682,32.342529,23998.310000
-0.328459,-0.192618,0.077350,-0.509945,0.776415,-0.387842,32.342529,23998.315000
-0.135883,-0.389161,0.157819,-0.515552,0.766280,-0.391642,32.342529,23998.320000
0.220965,-0.126694,0.265070,-0.521320,0.765830,-0.410773,32.330322,23998.325000
0.342810,0.097981,-0.056844,-0.515486,0.748600,-0.398617,32.305908,23998.330000
0.225704,0.247485,-0.392851,-0.510975,0.764739,-0.402118,32.305908,23998.335000
-0.368085,-0.226738,-0.180759,-0.506168,0.765149,-0.385655,32.305908,23998.340000
-0.366760,-0.167201,0.111551,-0.510984,0.774608,-0.390189,32.324219,23998.345000
-0.157341,-0.212568,0.294632,-0.518378,0.771188,-0.390971,32.336426,23998.350000
0.441885,0.018547,0.278709,-0.520290,0.759711,-0.407622,32.336426,23998.355000
0.357910,0.165072,0.007773,-0.516179,0.753851,-0.400007,32.336426,23998.360000
0.215584,0.427609,-0.267517,-0.510913,0.763708,-0.402560,32.342529,23998.365000
-0.361081,0.030235,-0.189552,-0.506101,0.762113,-0.389312,32.342529,23998.370000
-0.259883,-0.091983,-0.043961,-0.512730,0.777744,-0.384366,32.342529,23998.375000
-0.160023,-0.206648,0.282865,-0.514966,0.767810,-0.394433,32.342529,23998.380000
0.459615,0.025636,0.130009,-0.520427,0.762501,-0.407742,32.348633,23998.385000
0.397679,0.203433,0.020316,-0.515323,0.752659,-0.397709,32.348633,23998.390000
0.333183,0.257400,-0.323184,-0.511961,0.760668,-0.405840,32.348633,23998.395000
-0.434415,-0.002937,-0.132747,-0.508675,0.763435,-0.382536,32.348633,23998.400000
-0.053578,-0.072310,0.004546,-0.508483,0.774131,-0.392038,32.360840,23998.405000
-0.195731,-0.408463,0.369932,-0.516591,0.769267,-0.391620,32.360840,23998.410000
0.344479,0.038449,0.232680,-0.522962,0.761945,-0.407393,32.360840,23998.415000
0.339473,0.208685,0.033666,-0.516373,0.750233,-0.401069,32.360840,23998.420000
0.214300,0.330005,-0.448666,-0.511266,0.761233,-0.400614,32.366943,23998.425000
-0.316348,0.022755,-0.261635,-0.507000,0.762919,-0.387620,32.366943,23998.430000
-0.342215,-0.147618,-0.098368,-0.512492,0.775241,-0.386759,32.366943,23998.435000
-0.149186,-0.206341,0.300676,-0.515646,0.770059,-0.393833,32.366943,23998.440000
0.529190,0.107634,0.213409,-0.522021,0.764328,-0.404603,32.360840,23998.445000
0.234611,0.140125,0.092746,-0.518375,0.751205,-0.401318,32.360840,23998.450000
0.198175,0.346758,-0.375973,-0.510675,0.762147,-0.403489,32.360840,23998.455000
-0.423407,-0.010888,-0.231844,-0.506360,0.762302,-0.383377,32.354736,23998.460000
-0.342446,-0.095698,-0.083802,-0.507984,0.773566,-0.392438,32.330322,23998.465000
-0.293281,-0.444060,0.244951,-0.514822,0.770554,-0.389142,32.330322,23998.470000
0.472686,-0.041979,0.215120,-0.522571,0.764381,-0.409257,32.330322,23998.475000
0.332949,0.098128,-0.024890,-0.514577,0.750292,-0.402859,32.354736,23998.480000
0.080600,0.216419,-0.252839,-0.511658,0.765128,-0.398872,32.360840,23998.485000
-0.222062,-0.026169,-0.206858,-0.507153,0.763694,-0.384776,32.360840,23998.490000
-0.292281,-0.101012,-0.021278,-0.510135,0.775350,-0.391627,32.360840,23998.495000
-0.064371,-0.301789,0.288016,-0.516597,0.772880,-0.388893,32.342529,23998.500000
0.331903,0.012283,0.168064,-0.521132,0.759877,-0.411870,32.342529,23998.505000
0.366574,0.153583,0.007976,-0.517244,0.750920,-0.397227,32.342529,23998.510000
0.245251,0.410656,-0.298959,-0.512147,0.764147,-0.400554,32.342529,23998.515000
-0.397288,-0.098296,-0.210777,-0.507260,0.764274,-0.385758,32.336426,23998.520000
-0.340818,-0.144732,-0.145122,-0.509681,0.774904,-0.390034,32.336426,23998.525000
-0.226591,-0.446059,0.228913,-0.514623,0.769164,-0.392025,32.336426,23998.530000
0.206570,-0.065439,0.244230,-0.521718,0.765076,-0.405657,32.336426,23998.535000
0.501217,0.315314,0.010892,-0.515911,0.751515,-0.402076,32.342529,23998.540000
0.283569,0.332487,-0.312678,-0.509979,0.764084,-0.402416,32.342529,23998.545000
-0.271154,0.029241,-0.333716,-0.506032,0.763135,-0.387276,32.342529,23998.550000
-0.424440,-0.146368,-0.027152,-0.511041,0.775138,-0.389577,32.342529,23998.555000
-0.181266,-0.346031,0.221093,-0.516098,0.769845,-0.391850,32.373047,23998.560000
0.313508,-0.171674,0.243805,-0.522454,0.762852,-0.408355,32.373047,23998.565000
0.295564,0.042606,-0.028625,-0.515612,0.754049,-0.397873,32.373047,23998.570000
0.315078,0.321557,-0.317827,-0.511847,0.761896,-0.405670,32.373047,23998.575000
-0.364435,-0.033703,-0.265609,-0.506701,0.761769,-0.382781,32.318115,23998.580000
