GyroX_degps,GyroY_degps,GyroZ_degps,AccX_g,AccY_g,AccZ_g,T_deg[0],SysTime_ms
-0.389681,-0.087015,-0.163802,-0.507021,0.775911,-0.390584,32.324219,23984.060000
-0.272182,-0.399851,0.195706,-0.514286,0.771463,-0.389617,32.324219,23984.065000
0.309975,-0.044152,0.264082,-0.521099,0.762243,-0.403409,32.324219,23984.070000
0.371237,0.202564,0.151275,-0.517140,0.756177,-0.399493,32.373047,23984.075000
0.263709,0.273621,-0.204936,-0.516021,0.754767,-0.408702,32.373047,23984.080000
0.035420,0.273938,-0.192532,-0.506057,0.764973,-0.384748,32.373047,23984.085000
-0.442332,-0.193002,-0.007076,-0.506713,0.772750,-0.393949,32.373047,23984.090000
-0.175681,-0.185393,0.188958,-0.516501,0.775288,-0.384694,32.379150,23984.095000
0.146991,-0.209024,0.339463,-0.521874,0.760398,-0.411556,32.379150,23984.100000
0.390902,0.165574,0.058204,-0.516008,0.757618,-0.397594,32.379150,23984.105000
0.240270,0.268329,-0.313607,-0.511993,0.754457,-0.404337,32.379150,23984.110000
-0.201781,0.096902,-0.247406,-0.507201,0.765621,-0.384895,32.379150,23984.115000
0.277479,0.236447,-0.292302,-0.512252,0.754746,-0.405605,32.373047,23984.140000
-0.071514,0.159667,-0.279600,-0.508031,0.764883,-0.387722,32.373047,23984.145000
-0.508740,-0.216238,-0.122540,-0.508076,0.774337,-0.391944,32.379150,23984.150000
-0.208465,-0.288218,0.258454,-0.514590,0.774445,-0.387620,32.379150,23984.155000
0.271142,-0.130943,0.193108,-0.519928,0.759208,-0.405207,32.379150,23984.160000
0.413308,0.143102,-0.031912,-0.519433,0.762152,-0.397383,32.379150,23984.165000
0.207939,0.261364,-0.267573,-0.513956,0.752691,-0.407482,32.336426,23984.170000
-0.121157,-0.042143,-0.309846,-0.505382,0.764773,-0.382257,32.336426,23984.175000
-0.369184,-0.163228,-0.037600,-0.507799,0.772619,-0.391295,32.336426,23984.180000
-0.154271,-0.226290,0.166062,-0.514484,0.773388,-0.388601,32.336426,23984.185000
0.086859,-0.180636,0.320577,-0.519378,0.760980,-0.404871,32.360840,23984.190000
0.448906,0.168977,0.053696,-0.517750,0.760527,-0.399139,32.360840,23984.195000
0.155596,0.184339,-0.119576,-0.515693,0.752594,-0.408210,32.360840,23984.200000
0.044943,0.231149,-0.335489,-0.509221,0.763845,-0.385475,32.360840,23984.205000
-0.465774,-0.221784,-0.104001,-0.507805,0.772613,-0.390883,32.366943,23984.210000
-0.381674,-0.344946,0.158151,-0.513805,0.774129,-0.389759,32.366943,23984.215000
0.205476,-0.109092,0.288115,-0.521606,0.762970,-0.402681,32.366943,23984.220000
0.338848,0.083110,0.089266,-0.520024,0.759361,-0.399395,32.366943,23984.225000
0.265700,0.227134,-0.266250,-0.513807,0.751415,-0.406461,32.348633,23984.230000
-0.147583,0.219477,-0.237502,-0.507946,0.764799,-0.384389,32.348633,23984.235000
-0.394334,-0.078494,-0.099616,-0.507147,0.772009,-0.392783,32.348633,23984.240000
-0.246718,-0.308901,0.184513,-0.514531,0.775275,-0.388802,32.348633,23984.245000
-0.000488,-0.181224,0.236747,-0.519791,0.763195,-0.403578,32.348633,23984.250000
0.446769,0.186484,0.021432,-0.517697,0.761768,-0.401863,32.348633,23984.255000
0.065043,0.171938,-0.185929,-0.515564,0.749680,-0.407724,32.348633,23984.260000
0.047628,0.274709,-0.332581,-0.506721,0.766291,-0.386596,32.348633,23984.265000
-0.380026,-0.173879,-0.195700,-0.506623,0.775663,-0.389961,32.348633,23984.270000
-0.363097,-0.377613,0.243334,-0.512565,0.771472,-0.389736,32.348633,23984.275000
0.434098,0.010094,0.237621,-0.520585,0.762246,-0.404330,32.348633,23984.280000
0.339546,0.077360,0.062975,-0.519112,0.758917,-0.399863,32.360840,23984.285000
0.177453,0.306920,-0.098669,-0.513643,0.752772,-0.408568,32.366943,23984.290000
-0.133334,0.267376,-0.374606,-0.506203,0.767354,-0.384465,32.366943,23984.295000
-0.468141,-0.154547,-0.142143,-0.504971,0.765738,-0.393142,32.366943,23984.300000
-0.193302,-0.319659,0.127263,-0.512694,0.778117,-0.386033,32.342529,23984.305000
-0.010420,-0.240135,0.309632,-0.521495,0.760401,-0.408665,32.342529,23984.310000
0.466734,0.186553,0.036517,-0.517911,0.759006,-0.397154,32.342529,23984.315000
0.185126,0.167868,-0.259251,-0.512273,0.754829,-0.403087,32.342529,23984.320000
-0.068952,0.164770,-0.244464,-0.508805,0.765704,-0.386526,32.324219,23984.325000
-0.400508,-0.159893,-0.175725,-0.506567,0.773733,-0.388419,32.324219,23984.330000
-0.210224,-0.346245,0.123968,-0.513365,0.773563,-0.389431,32.324219,23984.335000
0.147795,-0.074505,0.172752,-0.520916,0.759004,-0.405158,32.324219,23984.340000
0.374566,0.160115,-0.088349,-0.516013,0.761117,-0.398572,32.342529,23984.345000
0.230865,0.389285,-0.170674,-0.513220,0.754544,-0.408032,32.342529,23984.350000
-0.030856,0.229820,-0.293369,-0.506516,0.767686,-0.385249,32.342529,23984.355000
-0.420091,-0.075054,-0.231752,-0.506431,0.773780,-0.392440,32.342529,23984.360000
-0.063068,-0.113634,0.054050,-0.515970,0.773208,-0.387819,32.354736,23984.365000
0.017381,-0.265437,0.231371,-0.520894,0.761377,-0.403076,32.354736,23984.370000
0.562640,0.286402,0.100024,-0.518665,0.763148,-0.397450,32.354736,23984.375000
0.078281,0.111337,-0.246953,-0.513890,0.750390,-0.407886,32.354736,23984.380000
-0.032524,0.127089,-0.193957,-0.506962,0.764027,-0.384409,32.336426,23984.385000
-0.426647,-0.040400,-0.202707,-0.507968,0.771262,-0.390649,32.336426,23984.390000
-0.282223,-0.306787,0.227564,-0.514225,0.775442,-0.388024,32.336426,23984.395000
0.224940,-0.057757,0.443448,-0.519472,0.760982,-0.404468,32.342529,23984.400000
0.432989,0.118578,0.135183,-0.519278,0.761299,-0.398727,32.348633,23984.405000
0.300154,0.244180,-0.139743,-0.514189,0.749737,-0.410701,32.348633,23984.410000
-0.024045,0.274040,-0.351733,-0.508416,0.766931,-0.384113,32.348633,23984.415000
-0.400191,-0.125408,-0.079270,-0.506239,0.772464,-0.389835,32.336426,23984.420000
-0.024355,-0.128615,0.142606,-0.512370,0.772910,-0.388065,32.330322,23984.425000
0.149753,-0.252706,0.254785,-0.522119,0.762157,-0.405222,32.330322,23984.430000
0.523538,0.107957,0.099241,-0.519696,0.762411,-0.400488,32.330322,23984.435000
0.056952,0.052642,-0.188905,-0.514507,0.748327,-0.407046,32.366943,23984.440000
0.082328,0.225773,-0.331739,-0.505833,0.768014,-0.384740,32.366943,23984.445000
-0.399311,-0.075095,-0.143555,-0.504238,0.768866,-0.393936,32.366943,23984.450000
-0.205987,-0.459848,0.200170,-0.514665,0.775557,-0.388273,32.366943,23984.455000
0.173612,-0.197136,0.316703,-0.520802,0.762080,-0.405431,32.360840,23984.460000
0.289157,0.202752,-0.034719,-0.519465,0.763885,-0.400111,32.360840,23984.465000
0.317477,0.288358,-0.156898,-0.513828,0.749647,-0.406746,32.360840,23984.470000
-0.032457,0.328855,-0.258366,-0.506005,0.767359,-0.385967,32.360840,23984.475000
-0.546223,-0.205879,0.002325,-0.504343,0.770421,-0.391578,32.366943,23984.480000
-0.071588,-0.172671,0.182548,-0.513965,0.775480,-0.388501,32.366943,23984.485000
0.032111,-0.209498,0.199515,-0.519363,0.757819,-0.406417,32.366943,23984.490000
0.400490,0.215431,0.011628,-0.519096,0.762531,-0.399777,32.366943,23984.495000
0.063305,0.198058,-0.130460,-0.514744,0.750500,-0.406195,32.373047,23984.500000
-0.041123,0.267615,-0.249776,-0.507430,0.765458,-0.385593,32.373047,23984.505000
-0.258031,-0.172746,-0.119890,-0.504310,0.766105,-0.389995,32.373047,23984.510000
-0.228790,-0.220608,0.123463,-0.513215,0.777575,-0.386163,32.373047,23984.515000
0.289314,-0.105196,0.281228,-0.521849,0.760391,-0.407368,32.366943,23984.520000
0.476805,0.131168,0.101106,-0.519579,0.760757,-0.397837,32.366943,23984.525000
0.180112,0.258081,-0.200913,-0.514466,0.750625,-0.405904,32.366943,23984.530000
-0.013005,0.288882,-0.342698,-0.507696,0.766195,-0.384908,32.366943,23984.535000
-0.497993,-0.244943,-0.198278,-0.505955,0.765728,-0.391255,32.360840,23984.540000
-0.138909,-0.304321,0.134341,-0.513636,0.776507,-0.387152,32.360840,23984.545000
-0.159920,-0.201309,0.391066,-0.520192,0.758587,-0.402573,32.360840,23984.550000
0.485788,0.227304,0.074903,-0.516787,0.765176,-0.398017,32.342529,23984.555000
0.267289,0.214886,-0.198949,-0.513912,0.751908,-0.405652,32.330322,23984.560000
-0.102956,0.185070,-0.277419,-0.506505,0.765680,-0.387002,32.330322,23984.565000
-0.329202,-0.147611,-0.144859,-0.505851,0.772053,-0.388811,32.330322,23984.570000
-0.263921,-0.250728,0.166545,-0.512666,0.773031,-0.389331,32.348633,23984.575000
0.130439,-0.151005,0.303996,-0.520592,0.762401,-0.400505,32.354736,23984.580000
0.481689,0.110327,0.150947,-0.520870,0.764742,-0.401486,32.354736,23984.585000
0.208065,0.208278,-0.144723,-0.514944,0.751119,-0.406649,32.354736,23984.590000
0.059637,0.118231,-0.440322,-0.507186,0.763330,-0.386812,32.354736,23984.595000
-0.395303,-0.226749,-0.149224,-0.505439,0.769673,-0.389979,32.354736,23984.600000
-0.141948,-0.269495,0.134249,-0.513844,0.777785,-0.389149,32.354736,23984.605000
-0.021763,-0.162054,0.399985,-0.519739,0.762742,-0.403942,32.354736,23984.610000
0.490748,0.286616,-0.039012,-0.520818,0.764488,-0.398311,32.360840,23984.615000
0.282227,0.103908,-0.084495,-0.515474,0.749515,-0.407964,32.360840,23984.620000
-0.020687,0.258987,-0.249282,-0.508282,0.767176,-0.384637,32.360840,23984.625000
-0.238780,-0.128365,-0.207162,-0.507291,0.769870,-0.392949,32.360840,23984.630000
-0.164416,-0.176961,0.209678,-0.513732,0.774949,-0.387888,32.354736,23984.635000
0.021405,-0.230860,0.298694,-0.520177,0.761713,-0.404157,32.354736,23984.640000
0.405387,0.133272,0.076120,-0.519440,0.762899,-0.399217,32.354736,23984.645000
0.180336,0.100302,-0.165717,-0.512870,0.744154,-0.407828,32.354736,23984.650000
0.213170,0.346746,-0.390298,-0.508281,0.770054,-0.383824,32.336426,23984.655000
-0.553611,-0.269470,-0.146918,-0.504768,0.767920,-0.392083,32.336426,23984.660000
-0.241854,-0.197546,0.079302,-0.513616,0.774624,-0.387603,32.336426,23984.665000
0.097725,-0.244375,0.250676,-0.520594,0.762821,-0.404126,32.342529,23984.670000
0.404591,0.153482,0.105331,-0.519313,0.761383,-0.400761,32.354736,23984.675000
0.229348,0.118341,-0.167532,-0.515261,0.751278,-0.405354,32.354736,23984.680000
0.055325,0.252027,-0.411297,-0.507136,0.767156,-0.390061,32.354736,23984.685000
-0.418262,-0.095737,-0.181980,-0.506329,0.768724,-0.390124,32.348633,23984.690000
-0.448109,-0.401717,0.191749,-0.511901,0.777550,-0.386627,32.330322,23984.695000
0.176425,-0.223859,0.343067,-0.519485,0.760699,-0.405610,32.330322,23984.700000
0.513740,-0.000476,0.175096,-0.519862,0.763807,-0.400775,32.330322,23984.705000
0.246050,0.149688,-0.026882,-0.515635,0.751195,-0.406828,32.354736,23984.710000
0.172263,0.305703,-0.370663,-0.507870,0.764601,-0.389347,32.366943,23984.715000
-0.424677,-0.144458,-0.275631,-0.505148,0.765399,-0.388917,32.366943,23984.720000
-0.279088,-0.116503,0.157367,-0.514374,0.778268,-0.387491,32.366943,23984.725000
0.020573,-0.277679,0.342559,-0.520916,0.761747,-0.403970,32.360840,23984.730000
0.489197,0.201502,0.048715,-0.518318,0.760523,-0.399314,32.360840,23984.735000
0.278782,0.275937,-0.102233,-0.514651,0.747753,-0.407743,32.360840,23984.740000
0.036219,0.172639,-0.318104,-0.509040,0.766847,-0.387095,32.360840,23984.745000
-0.361716,-0.088532,-0.265483,-0.506725,0.766011,-0.391598,32.360840,23984.750000
-0.330756,-0.268069,0.059838,-0.513935,0.776295,-0.384759,32.360840,23984.755000
0.034435,-0.235991,0.231734,-0.518345,0.761227,-0.401918,32.360840,23984.760000
0.494975,0.119854,0.069375,-0.521716,0.764033,-0.400000,32.360840,23984.765000
0.207705,0.164766,-0.130093,-0.516438,0.750986,-0.409039,32.379150,23984.770000
0.168906,0.346572,-0.367889,-0.506980,0.765381,-0.387331,32.379150,23984.775000
-0.380617,-0.080183,-0.207455,-0.506160,0.769542,-0.390399,32.379150,23984.780000
-0.253963,-0.278969,0.102465,-0.513238,0.776096,-0.386489,32.379150,23984.785000
-0.001671,-0.318743,0.321586,-0.518854,0.762581,-0.401523,32.348633,23984.790000
0.641997,0.036579,0.101956,-0.520185,0.765730,-0.399598,32.348633,23984.795000
0.331557,0.267798,-0.130283,-0.512968,0.747732,-0.409943,32.348633,23984.800000
-0.135497,0.308187,-0.406859,-0.509051,0.763972,-0.385879,32.354736,23984.805000
-0.335370,-0.071423,-0.162564,-0.504290,0.769475,-0.390074,32.360840,23984.810000
-0.238095,-0.232731,0.161303,-0.512205,0.776847,-0.387281,32.360840,23984.815000
0.183211,-0.220107,0.281854,-0.519344,0.762698,-0.401492,32.360840,23984.820000
0.555193,0.099843,0.094121,-0.519872,0.762782,-0.403498,32.354736,23984.825000
0.097346,0.206527,-0.088753,-0.515722,0.749719,-0.406265,32.336426,23984.830000
-0.013184,0.329268,-0.331027,-0.506651,0.766131,-0.387858,32.336426,23984.835000
-0.474922,-0.163303,-0.206613,-0.503824,0.768584,-0.392468,32.336426,23984.840000
-0.164546,-0.208464,0.104427,-0.512681,0.776922,-0.384447,32.342529,23984.845000
0.036264,-0.268588,0.290257,-0.519547,0.762867,-0.403451,32.348633,23984.850000
0.454687,0.136755,0.065496,-0.520730,0.765112,-0.400588,32.348633,23984.855000
0.248170,0.187352,-0.000577,-0.513425,0.747104,-0.405887,32.348633,23984.860000
0.082492,0.299157,-0.466272,-0.504925,0.770291,-0.387732,32.336426,23984.865000
-0.426794,0.020853,-0.211524,-0.505647,0.765700,-0.394099,32.336426,23984.870000
-0.186996,-0.234878,0.086400,-0.511875,0.777425,-0.385974,32.336426,23984.875000
-0.007846,-0.310310,0.341915,-0.518863,0.763198,-0.401402,32.336426,23984.880000
0.426127,0.019607,0.088341,-0.520329,0.760686,-0.402659,32.336426,23984.885000
0.109998,0.200353,-0.012465,-0.514561,0.749890,-0.405302,32.336426,23984.890000
0.183703,0.340388,-0.361686,-0.507105,0.765848,-0.391163,32.336426,23984.895000
-0.450719,-0.224823,-0.115418,-0.506305,0.766917,-0.388906,32.336426,23984.900000
-0.301601,-0.222533,0.186150,-0.511685,0.777307,-0.385446,32.305908,23984.905000
0.139478,-0.284912,0.219495,-0.519351,0.760039,-0.402519,32.305908,23984.910000
0.461435,0.048967,0.065709,-0.521320,0.763678,-0.401422,32.305908,23984.915000
0.181453,0.186756,-0.089752,-0.514491,0.751664,-0.407215,32.305908,23984.920000
0.095010,0.304655,-0.387062,-0.507372,0.764408,-0.391536,32.342529,23984.925000
-0.391556,-0.086522,-0.213561,-0.504392,0.763846,-0.387725,32.342529,23984.930000
-0.145397,-0.169794,0.017128,-0.513552,0.778768,-0.386215,32.342529,23984.935000
-0.053606,-0.168407,0.410948,-0.518762,0.762579,-0.400221,32.342529,23984.940000
0.640956,0.071658,0.125287,-0.519061,0.765369,-0.402051,32.373047,23984.945000
0.183350,0.091091,-0.054589,-0.514002,0.748701,-0.407725,32.373047,23984.950000
0.184239,0.373169,-0.411414,-0.506828,0.766992,-0.390865,32.373047,23984.955000
-0.362236,-0.097404,-0.242083,-0.506278,0.765845,-0.389676,32.366943,23984.960000
-0.280790,-0.226615,0.017055,-0.514507,0.775229,-0.386279,32.348633,23984.965000
-0.253379,-0.255226,-0.031998,-0.512312,0.776150,-0.386149,32.336426,23984.995000
-0.170855,-0.352281,0.279818,-0.518708,0.762780,-0.398997,32.360840,23985.000000
0.051150,0.045131,0.062374,-0.512787,0.746778,-0.406764,32.366943,23985.010000
0.282042,0.374116,-0.394551,-0.508736,0.768419,-0.391844,32.366943,23985.015000
-0.384435,-0.091737,-0.277667,-0.506061,0.767699,-0.390809,32.354736,23985.020000
-0.323576,-0.186798,0.106726,-0.513735,0.775278,-0.387847,32.354736,23985.025000
-0.007858,-0.414373,0.236772,-0.517781,0.764673,-0.397224,32.354736,23985.030000
0.296476,-0.046581,0.211186,-0.521725,0.761501,-0.406064,32.354736,23985.035000
0.356997,0.243512,0.031076,-0.515684,0.748775,-0.405900,32.330322,23985.040000
0.098978,0.112190,-0.380973,-0.506338,0.768565,-0.391510,32.330322,23985.045000
-0.379807,0.027331,-0.245552,-0.505312,0.763974,-0.392223,32.330322,23985.050000
-0.204145,-0.176733,0.068433,-0.513323,0.777213,-0.386904,32.330322,23985.055000
-0.132463,-0.259089,0.344940,-0.517786,0.766570,-0.401127,32.354736,23985.060000
0.432394,0.141817,0.152721,-0.521799,0.763302,-0.403339,32.354736,23985.065000
0.224629,0.100274,-0.085788,-0.513591,0.750053,-0.402998,32.354736,23985.070000
0.332990,0.398317,-0.475314,-0.507730,0.766052,-0.394144,32.354736,23985.075000
-0.452277,-0.052545,-0.206181,-0.505877,0.764626,-0.390975,32.318115,23985.080000
-0.261078,-0.267802,0.061378,-0.513212,0.777050,-0.386415,32.318115,23985.085000
-0.036760,-0.263414,0.218448,-0.517508,0.762139,-0.399666,32.318115,23985.090000
0.391753,0.004607,0.084646,-0.519827,0.763276,-0.402158,32.330322,23985.095000
0.282854,0.152796,0.003188,-0.514731,0.750867,-0.403390,32.354736,23985.100000
0.080814,0.167539,-0.369718,-0.508823,0.765507,-0.392623,32.354736,23985.105000
-0.451409,-0.102215,-0.124262,-0.506735,0.762971,-0.390341,32.354736,23985.110000
-0.370994,-0.096454,0.017867,-0.512610,0.777784,-0.384240,32.348633,23985.115000
-0.077275,-0.249685,0.328608,-0.519125,0.763765,-0.398966,32.348633,23985.120000
-0.290342,-0.172233,0.162991,-0.513422,0.779134,-0.384785,32.354736,23985.145000
-0.149515,-0.291303,0.341647,-0.516536,0.763249,-0.399475,32.354736,23985.150000
0.476126,0.195251,0.109789,-0.521121,0.768393,-0.402176,32.373047,23985.155000
0.220489,0.163555,0.066074,-0.515464,0.745766,-0.403735,32.373047,23985.160000
0.170518,0.389917,-0.321127,-0.509305,0.768508,-0.397266,32.373047,23985.165000
-0.321179,-0.068281,-0.159369,-0.505039,0.764207,-0.387939,32.373047,23985.170000
-0.318767,-0.136930,0.024908,-0.510105,0.775718,-0.387848,32.330322,23985.175000
-0.089628,-0.267820,0.378031,-0.518379,0.764341,-0.396144,32.330322,23985.180000
0.562454,0.093385,0.167356,-0.522699,0.762854,-0.406821,32.330322,23985.185000
0.106663,0.120472,0.154150,-0.516153,0.747992,-0.406602,32.330322,23985.190000
0.151479,0.258540,-0.333111,-0.507051,0.766831,-0.391848,32.360840,23985.195000
-0.334165,-0.081957,-0.335029,-0.505862,0.765439,-0.389870,32.360840,23985.200000
-0.327404,-0.177419,0.018931,-0.513044,0.777619,-0.386567,32.360840,23985.205000
-0.005623,-0.294729,0.230874,-0.516946,0.765702,-0.396512,32.360840,23985.210000
0.394813,0.077382,0.166556,-0.520656,0.765160,-0.405546,32.366943,23985.215000
0.156443,0.206408,0.085076,-0.512580,0.748371,-0.401998,32.366943,23985.220000
0.282176,0.337001,-0.514400,-0.508938,0.764529,-0.397954,32.366943,23985.225000
-0.390282,-0.121768,-0.143319,-0.505695,0.764944,-0.388159,32.360840,23985.230000
-0.295037,-0.177226,0.002092,-0.513472,0.775819,-0.388901,32.336426,23985.235000
-0.199283,-0.288566,0.255728,-0.515916,0.769246,-0.396204,32.336426,23985.240000
0.369771,-0.001890,0.160155,-0.520952,0.760605,-0.405724,32.336426,23985.245000
0.236773,0.011985,0.043140,-0.516049,0.749421,-0.402612,32.336426,23985.250000
0.394700,0.316560,-0.371558,-0.509278,0.767079,-0.398249,32.336426,23985.255000
-0.318432,-0.021278,-0.270448,-0.505568,0.763429,-0.388038,32.336426,23985.260000
-0.252561,-0.206178,0.043986,-0.513011,0.774459,-0.385434,32.336426,23985.265000
0.092838,-0.069891,0.294296,-0.517706,0.768661,-0.398157,32.342529,23985.270000
0.344277,0.076037,0.241392,-0.520748,0.762694,-0.402707,32.342529,23985.275000
0.423998,0.166607,-0.107687,-0.514845,0.750454,-0.401931,32.342529,23985.280000
0.356176,0.359697,-0.340279,-0.511216,0.765464,-0.398742,32.342529,23985.285000
-0.503702,-0.024232,-0.122560,-0.507041,0.762796,-0.385917,32.342529,23985.290000
-0.086474,-0.072471,-0.060546,-0.511102,0.779238,-0.386279,32.342529,23985.295000
-0.204436,-0.408854,0.381412,-0.516876,0.763572,-0.397248,32.342529,23985.300000
0.438018,0.039536,0.190905,-0.521788,0.765237,-0.404396,32.342529,23985.305000
0.166971,0.128239,0.023976,-0.514793,0.748930,-0.401846,32.366943,23985.310000
0.133757,0.357547,-0.342349,-0.510271,0.764117,-0.402052,32.366943,23985.315000
-0.454326,-0.069119,-0.261715,-0.506094,0.763124,-0.384426,32.366943,23985.320000
-0.384994,-0.087457,-0.011670,-0.511642,0.776807,-0.386860,32.366943,23985.325000
0.018567,-0.306615,0.310358,-0.519230,0.764450,-0.394532,32.360840,23985.330000
0.439961,0.113331,0.079844,-0.522393,0.764247,-0.406158,32.360840,23985.335000
0.351773,0.226550,-0.004084,-0.515880,0.749709,-0.404597,32.360840,23985.340000
0.088442,0.260861,-0.352071,-0.509288,0.765557,-0.399060,32.360840,23985.345000
-0.400697,-0.098338,-0.193313,-0.506111,0.761285,-0.386831,32.348633,23985.350000
-0.174095,-0.120369,-0.006930,-0.510569,0.777929,-0.387732,32.348633,23985.355000
-0.208540,-0.420035,0.308233,-0.513722,0.769131,-0.393833,32.348633,23985.360000
0.636604,0.138771,0.060818,-0.521813,0.762282,-0.406026,32.348633,23985.365000
0.259665,0.156069,-0.111377,-0.514223,0.749099,-0.400169,32.342529,23985.370000
0.149105,0.281715,-0.350748,-0.510159,0.763708,-0.399817,32.342529,23985.375000
-0.277957,0.015098,-0.409887,-0.506608,0.764939,-0.387613,32.342529,23985.380000
-0.427817,-0.164087,-0.000905,-0.509752,0.774160,-0.388490,32.342529,23985.385000
0.017329,-0.318209,0.254784,-0.516251,0.769071,-0.392266,32.336426,23985.390000
0.195998,-0.111973,0.214809,-0.521838,0.763152,-0.408793,32.336426,23985.395000
0.276226,0.128888,0.055649,-0.513223,0.746936,-0.402223,32.336426,23985.400000
0.230647,0.337490,-0.272926,-0.509995,0.767975,-0.397450,32.342529,23985.405000
-0.569288,-0.001324,-0.164998,-0.506422,0.766044,-0.385329,32.348633,23985.410000
-0.200288,-0.126550,0.004188,-0.511407,0.777316,-0.391982,32.348633,23985.415000
-0.130109,-0.351870,0.269031,-0.515451,0.768827,-0.391392,32.348633,23985.420000
0.362344,0.047356,0.212575,-0.520370,0.760530,-0.407865,32.348633,23985.425000
0.287915,0.172193,0.155287,-0.516349,0.752528,-0.397489,32.348633,23985.430000
0.243090,0.271603,-0.421694,-0.508258,0.764626,-0.400992,32.348633,23985.435000
-0.161376,-0.000220,-0.085660,-0.506325,0.764365,-0.387280,32.348633,23985.440000
-0.341859,-0.160349,0.024405,-0.510984,0.775711,-0.388639,32.342529,23985.445000
-0.099438,-0.114671,0.135070,-0.515347,0.768464,-0.394075,32.342529,23985.450000
0.333562,-0.028118,0.106737,-0.521770,0.762488,-0.406188,32.342529,23985.455000
0.280297,0.181878,-0.011526,-0.516326,0.755490,-0.399357,32.342529,23985.460000
0.256606,0.360769,-0.266547,-0.512030,0.765260,-0.400716,32.318115,23985.465000
-0.381489,-0.087159,-0.140267,-0.505640,0.761904,-0.384546,32.318115,23985.470000
-0.194619,-0.156138,0.030647,-0.509430,0.775846,-0.387101,32.318115,23985.475000
-0.188594,-0.300611,0.302760,-0.517176,0.768048,-0.396236,32.318115,23985.480000
0.461100,0.147857,0.159200,-0.520573,0.762206,-0.404858,32.348633,23985.485000
0.404442,0.165841,-0.014586,-0.515081,0.750445,-0.398763,32.348633,23985.490000
0.174823,0.249908,-0.335512,-0.512901,0.761311,-0.402445,32.348633,23985.495000
-0.369371,0.047836,-0.213156,-0.506786,0.762997,-0.382818,32.348633,23985.500000
-0.275313,-0.129962,-0.006268,-0.511756,0.776975,-0.389017,32.373047,23985.505000
-0.004100,-0.256994,0.274705,-0.516744,0.766023,-0.392845,32.373047,23985.510000
0.449368,-0.070085,0.085994,-0.519566,0.763854,-0.406335,32.373047,23985.515000
0.297376,0.150252,-0.005254,-0.515935,0.753271,-0.399631,32.366943,23985.520000
0.253628,0.375791,-0.284138,-0.511475,0.761282,-0.404037,32.354736,23985.525000
-0.373812,-0.066417,-0.119581,-0.507817,0.764466,-0.382799,32.354736,23985.530000
-0.270877,-0.098438,0.052296,-0.510493,0.776333,-0.390577,32.354736,23985.535000
-0.169074,-0.265182,0.311945,-0.515536,0.766775,-0.392454,32.348633,23985.540000
0.437917,0.045336,0.193831,-0.522238,0.763675,-0.405710,32.342529,23985.545000
0.272776,0.304702,-0.090740,-0.514514,0.751028,-0.400499,32.342529,23985.550000
0.232586,0.265066,-0.337183,-0.510965,0.763378,-0.401992,32.342529,23985.555000
-0.132486,0.010138,-0.327678,-0.506784,0.760992,-0.384287,32.318115,23985.560000
-0.356026,-0.222117,0.041669,-0.508566,0.775697,-0.390906,32.312012,23985.565000
-0.079988,-0.266856,0.220383,-0.513952,0.771146,-0.393435,32.312012,23985.570000
0.439610,0.175984,0.225926,-0.522097,0.762659,-0.408152,32.312012,23985.575000
0.196970,0.069770,0.109461,-0.514324,0.749503,-0.399272,32.373047,23985.580000
0.185506,0.320198,-0.329511,-0.510905,0.765384,-0.401455,32.373047,23985.585000
-0.315710,-0.001159,-0.162198,-0.507097,0.764022,-0.385465,32.373047,23985.590000
-0.215093,-0.151926,-0.110168,-0.509452,0.776212,-0.389534,32.373047,23985.595000
-0.217448,-0.295255,0.307945,-0.513122,0.771192,-0.392278,32.305908,23985.600000
0.260594,0.027943,0.268785,-0.523085,0.764009,-0.408256,32.305908,23985.605000
0.237178,0.151789,0.005066,-0.513471,0.750177,-0.399627,32.305908,23985.610000
0.073973,0.227831,-0.317319,-0.509162,0.760438,-0.401592,32.305908,23985.615000
-0.270099,0.046392,-0.263516,-0.506883,0.765503,-0.384606,32.354736,23985.620000
-0.365986,-0.194981,-0.052086,-0.510224,0.773917,-0.392729,32.354736,23985.625000
-0.162436,-0.226025,0.136690,-0.515040,0.772481,-0.390727,32.354736,23985.630000
0.301480,-0.064257,0.249325,-0.520633,0.759457,-0.406773,32.354736,23985.635000
0.210002,0.113448,0.057102,-0.514488,0.754796,-0.393909,32.324219,23985.640000
0.326780,0.262659,-0.285346,-0.510571,0.761664,-0.404509,32.324219,23985.645000
-0.353416,-0.150352,-0.218524,-0.506804,0.763212,-0.385791,32.324219,23985.650000
-0.312489,-0.127995,0.001665,-0.510543,0.775313,-0.391805,32.324219,23985.655000
-0.111353,-0.185939,0.298553,-0.515757,0.769774,-0.392661,32.330322,23985.660000
0.181479,-0.036379,0.202727,-0.520410,0.762210,-0.404938,32.330322,23985.665000
0.443223,0.212274,0.053510,-0.516450,0.757706,-0.398221,32.330322,23985.670000
0.057342,0.221680,-0.235853,-0.512709,0.760090,-0.406917,32.342529,23985.675000
-0.123165,0.118955,-0.400584,-0.506868,0.761723,-0.384161,32.360840,23985.680000
-0.275254,-0.147613,0.002543,-0.510031,0.776168,-0.389265,32.360840,23985.685000
-0.110902,-0.278773,0.286980,-0.516564,0.769928,-0.393001,32.360840,23985.690000
